Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
WEY06658,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06659,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06660,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06661,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06662,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06663,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06664,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06665,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06666,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002418_C056,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-28,2023-08-08,ssRNA(-)
WEY06667,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06668,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06669,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06670,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06671,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06672,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06673,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06674,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06675,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022004116_C160,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-28,2023-08-08,ssRNA(-)
WEY06676,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06677,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06678,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06679,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06680,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06681,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06682,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06683,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06684,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022005176_C154,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-11-04,2023-08-08,ssRNA(-)
WEY06685,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06686,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06687,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06688,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06689,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06690,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06691,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002463_C058,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
